"pdfNumber","pdfQuestion","pdfAnswer"
"262","¿Qué caracteriza a los denominados ""accidentes con forma no traumática""?","Su aparición o recrudecimiento repentino."
"263","¿Cuál de los siguientes es el tipo más frecuente de accidente de tráfico en el que se ven implicados camiones o autobuses?","La colisión entre vehículos."
"264","¿Cuál es el factor que, con más frecuencia, concurre en los accidentes de tráfico en los que se ven implicados camiones o autobuses?","La distracción."
"265","¿Qué posición ocupan los conductores de transporte urbano y por carretera, por lo que se refiere a número de accidentes mortales, en el conjunto de actividades profesionales?","Primera."
"266","Considerando las distintas actividades económicas, ¿qué posición corresponde al transporte terrestre y por tubería en número de accidentes mortales sufridos?","La primera."
"274","De los siguientes medios de transporte de personas, ¿cuál interviene menos en accidentes de tráfico con víctimas?","El autobús de transporte escolar."
"275","De las víctimas de accidentes de tráfico, son pasajeros de autobús:","menos del 5 %"
"276","Los accidentes de tráfico que se consideran accidentes laborales pueden ser:","in itinere o en misión."
"277","A efectos estadísticos, las personas implicadas en accidentes de tráfico con víctimas se clasifican en:","fallecido, herido grave, herido leve e ileso."
"278","En las estadísticas oficiales de accidentes de tráfico no se consideran accidentes:","las que se producen en un terreno en el que no se aplica la legislación sobre tráfico de vehículos."
"279","Los datos de un accidente de circulación con algún fallecido, recogidos por los agentes encargados de la vigilancia del tráfico, ¿en qué plazo se deben remitir al Registro Nacional de Víctimas de Accidentes de Tráfico?","En las 24 horas siguientes al accidente."
"281","¿Quién comunica a los servicios encargados de la elaboración de la estadística los datos relativos a un accidente de circulación?","Los agentes de la autoridad encargados de la vigilancia y el control del tráfico."
"283","Los accidentes en los que están implicados vehículos pesados de transporte de mercancías:","se producen mayoritariamente en carreteras convencionales."
"284","¿Existe alguna relación entre la antigüedad del vehículo y la gravedad de los accidentes en los que intervienen vehículos pesados y autobuses?","Las consecuencias son más graves cuanto mayor es la antigüedad."
"286","¿Qué índice compara el número de fallecidos con el número total de víctimas en accidente de tráfico?","El índice de letalidad."
"287","En las estadísticas sobre accidentes de tráfico, el índice de letalidad pone en relación:","el número de fallecidos con el número total de víctimas."
"288","En las estadísticas sobre accidentes de tráfico, el índice de letalidad se denomina también:","índice de lesividad."
"289","¿Quién está obligado a suministrar datos sobre un accidente de tráfico, de cara a la elaboración de estadísticas?","• Todos los implicados en el accidente. • Los agentes de tráfico. • Los centros sanitarios. • Todas las respuestas son correctas."
"290","¿En qué plazo deben los agentes de tráfico remitir al Registro Nacional de Víctimas de Accidentes de Tráfico los datos de un accidente de circulación en el que no haya habido muertos ni heridos graves?","En los diez días siguientes al accidente."
"291","¿A quién se considera persona implicada en un accidente de tráfico a efectos estadísticos?","A los peatones que resulten afectados por el accidente."
"292","En la actualidad, el número total de accidentes de tráfico con víctimas que se","registra anualmente en España está en torno a: 100.000."
"293","En la actualidad, el número de muertos en accidentes de tráfico que se produce","anualmente en España está entre: 1.500 y 2.000."
"295","¿En qué período del año se produce el mayor número de fallecidos en accidente de tráfico?","En verano."
"296","¿Cuáles son los factores que aparecen presentes con más frecuencia en los accidentes de tráfico?","Distracción, velocidad inadecuada y alcohol."
"297","¿Qué elemento se considera más influyente para que ocurra un accidente de tráfico?","El comportamiento del conductor."
"298","Los accidentes en los que están implicados vehículos pesados de transporte de mercancías:","suelen tener más gravedad para las personas y generan más pérdidas económicas."
"300","En caso de colisión de un vehículo pesado con un turismo:","la mayor lesividad la sufren los ocupantes del turismo."
"301","¿Qué tipo de daños físicos producen con frecuencia los accidentes de tráfico?","• Lesiones medulares. • Traumatismos craneoencefálicos. • Las respuestas A y B son correctas."
"302","¿Qué secuelas graves pueden tener los traumatismos craneoencefálicos producidos en un accidente de tráfico?","• Coma vegetativo. • Discapacidad mental. • Discapacidad física. • Todas las respuestas son correctas."
"303","Al calcular la valoración económica de los costes de los accidentes de tráfico se","suele distinguir entre: Costes directos, indirectos y humanos."
"304","Entre los costes directos de un accidente de tráfico se incluye:","la intervención de los bomberos."
"306","¿En qué tipo de accidentes de tráfico los daños materiales suelen representar el principal componente de coste?","En los que no hay heridos ni muertos."
"307","¿En qué consisten los costes indirectos de un accidente de tráfico?","• En el valor de la capacidad de generar trabajo profesional que se ha perdido. • En el valor de la capacidad de producir trabajo doméstico que se ha perdido. • Las respuestas A y B son correctas."
"308","¿Qué se entiende por costes humanos de un accidente de tráfico?","• Los costes asociados al sufrimiento que produce un accidente. • El valor de la calidad de vida perdida. • El valor de la pérdida de disfrute de la vida o de la salud. • Todas las respuestas son correctas."
"309","¿Qué clase de costes de un accidente de tráfico es más difícil de valorar económicamente?","Los humanos."
"310","¿Qué métodos se utilizan para valorar económicamente los costes humanos de los accidentes de tráfico?","• Método de las preferencias declaradas. • Método de las indemnizaciones. • Método del capital humano. • Todas las respuestas son correctas."
"311","¿Cómo se denomina también el método de las preferencias declaradas, utilizado para valorar económicamente los costes humanos de los accidentes de tráfico?","Método de la disposición al pago."
"312","¿En qué consiste el método de las preferencias declaradas, utilizado para valorar económicamente los costes humanos de los accidentes de tráfico?","En realizar encuestas en las que se pregunta cuánto se estaría dispuesto a gastar para reducir el riesgo de accidentes."
"313","¿Qué método de cálculo de los costes humanos derivados de los accidentes de tráfico se suele utilizar actualmente en los países desarrollados?","El método de la disposición al pago. Objetivo 3.2: Ser capaz de prevenir la delincuencia y el tráfico de inmigrantes clandestinos."
"2","A efectos de la aplicación de la normativa de extranjería, el llamado ""Espacio","Schengen"" comprende países pertenecientes a: Europa."
"7","En los expedientes sancionadores incoados por infracciones de la normativa sobre derechos y libertades de los extranjeros cometidas por transportistas, si estos infringen la obligación de hacerse cargo de los extranjeros transportados ilegalmente, no podrá acordarse:","la prisión provisional para los titulares de los vehículos utilizados."
"10","¿Cuál de las siguientes conductas no está considerada como delito contra la seguridad vial en el Código Penal?","Incendiar un vehículo."
