"pdfNumber","pdfQuestion","similarity","packId","packQuestion","pdfAnswer","packAnswer","conflictType","conflictReason"
"239","En las estadísticas de accidentes de circulación, el índice de gravedad hace referencia:","1","q_39f198fc","En las estadísticas de accidentes de circulación, el índice de gravedad hace referencia:","a indicadores que comparan el número de fallecidos con el número de accidentes.","al número de fallecidos por cada 100 millones de km recorridos.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.31"
"245","Los accidentes de tráfico son:","0.8788","q_d2620d55","Los accidentes de tráfico suponen:","la primera causa de lesión medular por traumatismo.","la primera causa de muerte entre uno y 34 años.","NEEDS_REVIEW","q_sim=0.8788_ans_sim=0.52"
"256","Indique cuál de las siguientes afirmaciones es correcta:","0.9273","q_830d693d","Indiqué cuál de las siguientes afirmaciones es cierta.","En zona urbana se producen más accidentes con víctimas que en carretera, pero mueren menos personas.","El Convenio CMR se aplica al contrato de transporte aunque no exista carta de porte.","REAL_ANSWER_CONFLICT","q_sim=0.9273_ans_sim=0.30"
"268","¿Cuáles de los siguientes accidentes de trabajo en el sector del transporte están considerados como accidentes con forma no traumática?","1","q_5a2abd18","¿Cuáles de los siguientes accidentes de trabajo en el sector del transporte están considerados como accidentes con forma no traumática?","• Derrames cerebrales. • Infartos. • Las respuestas B y C son correctas.","Enfermedades cardiovasculares.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"273","¿Cuál de los siguientes vehículos se ve con más frecuencia implicado en accidentes de tráfico?","1","q_2aa0c268","¿Cuál de los siguientes vehículos se ve con más frecuencia implicado en accidentes de tráfico?","Furgoneta.","Camión de menos de 3.500 kg.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"280","¿A qué órgano deben remitir los agentes encargados de la vigilancia del tráfico los datos de los accidentes de tráfico con víctimas?","0.8163","q_a01399c8","¿A qué órgano deben remitir los agentes encargados de la vigilancia del tráfico los datos de los accidentes de circulación en un plazo de cinco días?","Al Registro Nacional de Víctimas de Accidentes de Tráfico.","Jefatura Provincial de Tráfico.","NEEDS_REVIEW","q_sim=0.8163_ans_sim=0.33"
"282","¿Qué son las enfermedades profesionales?","0.9744","q_4735971c","¿Qué son las ""enfermedades profesionales?","Las contraídas a consecuencia de un trabajo ejecutado en las actividades especificadas en el cuadro que, a tal efecto, se apruebe.","Las contraídas a consecuencia del trabajo.","REAL_ANSWER_CONFLICT","q_sim=0.9744_ans_sim=0.31"
"294","Señale la afirmación correcta:","1","q_b5e27eaa","Señale la afirmación correcta.","El mayor número de accidentes se produce en vías urbanas, pero son de menos gravedad.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","WRONG_MATCH_VARIANT","packId_shared_by_15_pdf_questions"
"299","Señale la afirmación correcta:","1","q_b5e27eaa","Señale la afirmación correcta.","La mayoría de los accidentes en los que participan camiones suceden en carretera y, la mayoría de aquellos en los que participan autobuses, en vías urbanas.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","WRONG_MATCH_VARIANT","packId_shared_by_15_pdf_questions"
"22","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","1","q_f83cf826","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","el nombre y los apellidos de los pasajeros.","el número y tipo de documento de viaje que acredite la identida","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"23","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","1","q_f83cf826","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","el número total de pasajeros en cada viaje.","el número y tipo de documento de viaje que acredite la identida","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"24","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","1","q_f83cf826","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","la fecha de nacimiento de los viajeros.","el número y tipo de documento de viaje que acredite la identida","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"48","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","1","q_f83cf826","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","el paso fronterizo de entrada.","el número y tipo de documento de viaje que acredite la identida","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"57","¿Todos los países que participan en la cooperación Schengen deben ser miembros del Espacio Schengen?","0.9184","q_476b040a","¿Todos los países que participan en la cooperación Schengen son miembros del Espacio Schengen?","No es necesario porque el Tratado de Ámsterdam integró la cooperación de Schengen en el marco de la Unión Europea.","No, el Espacio Schengen es más restringido.","REAL_ANSWER_CONFLICT","q_sim=0.9184_ans_sim=0.28"
"66","¿Cuál de los siguientes países no pertenece al denominado ""Espacio Schengen""?","0.9589","q_0c45de73","¿Cuál de los siguientes países pertenece al denominado ""Espacio Schengen""?","Marruecos.","Portugal.","REAL_ANSWER_CONFLICT","q_sim=0.9589_ans_sim=0.22"
"71","Si se incumplen las obligaciones aduaneras con una mercancía valorada en 12.000 euros, ¿se incurre en delito de contrabando?","0.8478","q_fdecd02a","Si se incumplen las obligaciones aduaneras con una mercancía de lícito comercio valorada en 5.000 euros, ¿se incurre en delito de contrabando?","Sí, cuando se trata de drogas tóxicas.","No.","NEEDS_REVIEW","q_sim=0.8478_ans_sim=0.06"
"3","¿Con qué se pueden mecanizar los procesos de manipulación de cargas?","1","q_915b1413","¿Con qué se pueden mecanizar los procesos de manipulación de cargas?","• Paletización de bultos. • Carretillas elevadoras. • Cintas de transporte. • Todas las respuestas anteriores son correctas.","Paletización de bultos.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.18"
"5","¿Cuál de estas afirmaciones es incorrecta?","1","q_15fe7b67","¿Cuál de estas afirmaciones es incorrecta?","El diseño del habitáculo de conducción debe ser tal que, en caso de accidente, se maximicen los daños del conductor al impactar con el mismo.","Al efectuar las revisiones periódicas del vehículo, conviene supervisar el sistema de climatización.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"6","¿Cuál de estas afirmaciones es incorrecta?","1","q_15fe7b67","¿Cuál de estas afirmaciones es incorrecta?","La mejor postura de trabajo es aquella que permite la mayor eficacia con la máxima presencia de fatiga.","Al efectuar las revisiones periódicas del vehículo, conviene supervisar el sistema de climatización.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"7","¿Cuál de estas afirmaciones es incorrecta?","1","q_15fe7b67","¿Cuál de estas afirmaciones es incorrecta?","Conviene prolongar la misma postura en el lugar de trabajo.","Al efectuar las revisiones periódicas del vehículo, conviene supervisar el sistema de climatización.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"8","¿Cuál de estas afirmaciones no es correcta?","1","q_a15908f4","¿Cuál de estas afirmaciones no es correcta?","Los instrumentos de mando estarán en una zona que permita un difícil acceso.","Los riesgos de accidente no desaparecen al bajar del vehículo.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"9","¿Qué debe tener la cabina de conducción de un vehículo?","1","q_673252a5","¿Qué debe tener la cabina de conducción de un vehículo?","Reducción al máximo posible de los ruidos procedentes del propio vehículo y del tráfico en general.","Un buen sistema de calefacción, pero no de aire acondicionado.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.27"
"14","¿Qué se debe evitar colocar en el espacio de conducción?","1","q_b1993b34","¿Qué se debe evitar colocar en el espacio de conducción?","• Adornos colgados del espejo retrovisor. • Pegatinas en los cristales. • Las respuestas A y B son correctas.","Adornos colgados del espejo retrovisor.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.36"
"21","La Ergonomía proporciona recomendaciones respecto de los diferentes aspectos del trabajo. ¿Cuál es una de esas recomendaciones?","1","q_115e5104","La Ergonomía proporciona recomendaciones respecto de los diferentes aspectos del trabajo. ¿Cuál es una de esas recomendaciones?","• Posturas. • Movimientos y esfuerzos. • Las respuestas A y C son correctas.","Posturas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.11"
"22","La postura correcta para manipular una carga debe incluir:","1","q_879f162b","La postura correcta para manipular una carga debe incluir:","tener el bulto tan cerca del cuerpo como sea posible.","mantener las rodillas rígidas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.23"
"25","Los equipos de protección individual del trabajador deberán comercializarse siempre marcados y acompañados de:","1","q_d0858ea1","Los equipos de protección individual del trabajador deberán comercializarse siempre marcados y acompañados de:","instrucciones de uso.","las pilas para su funcionamiento.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.25"
"28","Como medida de prevención de riesgos para el conductor, es importante que el respaldo de su asiento en el vehículo:","1","q_e2cfc5ec","Como medida de prevención de riesgos para el conductor, es importante que el respaldo de su asiento en el vehículo:","cubra completamente la espalda.","sea muy mullido.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.20"
"31","Cuando los equipos de protección individual superen los controles estipulados, se deberá estampar sobre el producto…","0.9913","q_3c6ce90f","Cuando los equipos de protección individual superen los controles estipulados, se deberá estampar sobre el producto:","el marcado CE que, en el caso de los equipos de categoría III, irá seguido del número de identificación del organismo notificado que haya participado en el procedimiento de evaluación de la conformidad.","las siglas ""CE"", que irán seguidas de un número de cuatro dígitos en el caso de los equipos de categoría III.","REAL_ANSWER_CONFLICT","q_sim=0.9913_ans_sim=0.31"
"35","El espacio y los medios de trabajo deben ser concebidos teniendo en cuenta:","1","q_bc7652d0","El espacio y los medios de trabajo deben ser concebidos teniendo en cuenta:","• la altura a la que se realiza el trabajo. • el asiento en el que se realiza el trabajo. • las medidas del cuerpo humano. • Todas las respuestas anteriores son correctas.","la altura a la que se realiza el trabajo.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.24"
"42","En el puesto de conducción, es importante tener en cuenta:","1","q_8ba1126f","En el puesto de conducción, es importante tener en cuenta:","• la reducción al máximo de los ruidos en el vehículo. • conseguir una temperatura ideal dentro del vehículo. • conseguir una visibilidad plena de la carretera, de los espejos retrovisores y de los instrumentos indicadores. • Todas las respuestas anteriores son correctas.","la reducción al máximo de los ruidos en el vehículo.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.19"
"43","En el puesto de conducción, la temperatura es un factor a tener en cuenta:","1","q_9900faa1","En el puesto de conducción, la temperatura es un factor a tener en cuenta:","En todo momento, es necesario mantener una temperatura ideal.","sólo en verano.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.17"
